brand,product,name,specific,lightness,hex,lightToDark,numbers,id
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,butter pecan,330N,0.8078431373,#F2C6AA,TRUE,330,97
Juvia's Place,I Am Magic Foundation,accra,330,0.4235294118,#A36335,FALSE,330,98
La Mer,The Soft Fluid Long Wear Foundation SPF 20,tan,330,0.7078431373,#DCAF8D,TRUE,330,112
Lancôme,Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27,bisque,330,0.6411764706,#D69D71,TRUE,330,87
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,bisque,330,0.6980392157,#DFAF85,TRUE,330,86
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,warm ivory,R330,0.8235294118,#F9C3AB,TRUE,330,125
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,warm ivory,R330,0.7843137255,#E5C9AB,TRUE,330,121
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,warm ivory,R330,0.5764705882,#B18B75,TRUE,330,122
MAKE UP FOR EVER,Ultra HD Invisible Cover Stick Foundation,warm ivory,R330,0.6823529412,#C9A293,TRUE,330,123
Maybelline,Fit Me Matte + Poreless Liquid Foundation,toffee,330,0.5980392157,#CC8C65,TRUE,330,104
Maybelline,Super Stay Full Coverage Foundation,toffee,330,0.5333333333,#B1805F,TRUE,330,105
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,NA,330N,0.6823529412,#DFA37D,TRUE,330,100
Revlon,ColorStay Full Cover Foundation,natural tan,330,0.662745098,#DE9F74,TRUE,330,113
Revlon,ColorStay Light Cover Liquid Foundation,natural tan,330,0.5647058824,#BD8863,TRUE,330,114
Revlon,ColorStay Makeup For Combo/Oily Skin,natural tan,330,0.6960784314,#DCA787,TRUE,330,115
Revlon,ColorStay Makeup For Normal/Dry Skin,natural tan,330,0.6960784314,#DCA787,TRUE,330,116
Shiseido,Synchro Skin Self-Refreshing Foundation SPF 30,bamboo,330,0.7980392157,#ECCBAB,TRUE,330,118
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,warm,330,0.6117647059,#E09158,TRUE,330,101
ZOEVA,Authentik Skin Natural Luminous Foundation,loveable,330C,0.5117647059,#CD6D38,TRUE,330,82
Beauty Bakerie,InstaBake Aqua Glass Foundation,neutral,331,0.631372549,#D0A072,FALSE,331,126
Anastasia Beverly Hills,Luminous Foundation,NA,332C,0.5490196078,#BA915E,TRUE,332,89
Maybelline,Fit Me Matte + Poreless Liquid Foundation,golden caramel,332,0.5882352941,#C99263,TRUE,332,104
Maybelline,Super Stay Full Coverage Foundation,golden caramel,332,0.6,#BF9E73,TRUE,332,105
Beauty Bakerie,InstaBake Aqua Glass Foundation,neutral,333,0.6568627451,#CFA380,FALSE,333,126
Maybelline,Fit Me Matte + Poreless Liquid Foundation,warm sun,334,0.5666666667,#CC8555,TRUE,334,104
Anastasia Beverly Hills,Luminous Foundation,NA,335W,0.5294117647,#B2815C,TRUE,335,89
Beauty Bakerie,InstaBake Aqua Glass Foundation,warm,335,0.6666666667,#D1AA83,FALSE,335,126
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,beignet,335B,0.8274509804,#F6C3B0,TRUE,335,97
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,bisque,335,0.9921568627,#FDFDFD,TRUE,335,86
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,dark sand,Y335,0.8098039216,#F8C1A5,TRUE,335,125
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,dark sand,Y335,0.7549019608,#DCC6A5,TRUE,335,121
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,dark sand,Y335,0.568627451,#B18C71,TRUE,335,122
MAKE UP FOR EVER,Ultra HD Invisible Cover Stick Foundation,dark sand,Y335,0.6607843137,#D79F7A,TRUE,335,123
Maybelline,Fit Me Matte + Poreless Liquid Foundation,classic tan,335,0.5823529412,#CA8B5F,TRUE,335,104
Beauty Bakerie,InstaBake Aqua Glass Foundation,warm,337,0.6941176471,#D7B18B,FALSE,337,126
Maybelline,Fit Me Matte + Poreless Liquid Foundation,spicy brown,338,0.5803921569,#C68462,TRUE,338,104
Beauty Bakerie,InstaBake Aqua Glass Foundation,neutral,339,0.731372549,#DCB799,FALSE,339,126
Anastasia Beverly Hills,Luminous Foundation,NA,340C,0.4549019608,#986F50,TRUE,340,89
Exa,High Fidelity Foundation,koko,340,0.6392156863,#D09276,FALSE,340,110
FENTY BEAUTY by Rihanna,Hydrating Complexion Essentials,NA,340,0.5137254902,#AC7D5A,TRUE,340,92
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,NA,340,0.5137254902,#AC7D5A,TRUE,340,93
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,NA,340,0.5941176471,#C58D6A,TRUE,340,94
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,NA,340,0.4882352941,#A57254,TRUE,340,95
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,NA,340N,0.6294117647,#D69B6B,TRUE,340,111
HUDA BEAUTY,#FauxFilter Full Coverage Matte Foundation,baklava,340G,0.5058823529,#B3814F,TRUE,340,96
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,baklava,340G,0.6960784314,#D9B18A,TRUE,340,97
Juvia's Place,I Am Magic Foundation,kampala,340,0.4156862745,#A35D31,FALSE,340,98
La Mer,The Soft Fluid Long Wear Foundation SPF 20,suede,340,0.7862745098,#F4BF9D,TRUE,340,112
Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,versatile nu,340,0.7666666667,#F3C094,TRUE,340,119
Lancôme,Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27,clair,340,0.6470588235,#D1A479,TRUE,340,87
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,bisque,340,0.6764705882,#D6AA83,TRUE,340,86
MAKE UP FOR EVER,Reboot Active Care Revitalizing Foundation,apricot,Y340,0.6352941176,#CC9C78,TRUE,340,124
Maybelline,Fit Me Matte + Poreless Liquid Foundation,cappuccino,340,0.5490196078,#C88350,TRUE,340,104
Maybelline,Super Stay Full Coverage Foundation,cappuccino,340,0.4294117647,#A16D3A,TRUE,340,105
Origins,Pretty in Bloom™ SPF 20 Flower-Infused Long-Wear Foundation,NA,340,0.6490196078,#C6A485,TRUE,340,99
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,NA,340C,0.6411764706,#CFA178,TRUE,340,100
Revlon,ColorStay Makeup For Combo/Oily Skin,early tan,340,0.6843137255,#D79F86,TRUE,340,115
Shiseido,Synchro Skin Self-Refreshing Custom Finish Powder Foundation,oak,340,0.6941176471,#E0AB82,TRUE,340,117
Shiseido,Synchro Skin Self-Refreshing Foundation SPF 30,oak,340,0.8156862745,#F6D0AA,TRUE,340,118
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,warm,340,0.5784313725,#D98D4E,TRUE,340,101
ZOEVA,Authentik Skin Natural Luminous Foundation,magical,340W,0.4764705882,#C5692E,TRUE,340,82
Beauty Bakerie,InstaBake Aqua Glass Foundation,warm neutral,341,0.7352941176,#E0B897,FALSE,341,126
Beauty Bakerie,InstaBake Aqua Glass Foundation,neutral,343,0.7470588235,#E0BA9D,FALSE,343,126
Anastasia Beverly Hills,Luminous Foundation,NA,345C,0.5137254902,#AF7E57,TRUE,345,89
Beauty Bakerie,InstaBake Aqua Glass Foundation,warm,345,0.7784313725,#E6C3A7,FALSE,345,126
FENTY BEAUTY by Rihanna,Hydrating Complexion Essentials,NA,345,0.6274509804,#D1A16F,TRUE,345,92
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,NA,345,0.6274509804,#D1A16F,TRUE,345,93
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,NA,345,0.6725490196,#E4A673,TRUE,345,94
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,NA,345,0.5392156863,#C08553,TRUE,345,95
Givenchy,Teint Couture City Balm Radiant Perfecting Skin Tint SPF 25,NA,C345,0.5117647059,#A7775E,TRUE,345,106
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,natural beige,Y345,0.768627451,#EBB69D,TRUE,345,125
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,natural beige,Y345,0.7470588235,#DDC4A0,TRUE,345,121
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,natural beige,Y345,0.6333333333,#C19C82,TRUE,345,122
Beauty Bakerie,InstaBake Aqua Glass Foundation,cool,347,0.8117647059,#EBC8B3,FALSE,347,126
Beauty Bakerie,InstaBake Aqua Glass Foundation,warm,349,0.8117647059,#EECAB0,FALSE,349,126
Anastasia Beverly Hills,Luminous Foundation,NA,350C,0.4784313725,#A17153,TRUE,350,89
Exa,High Fidelity Foundation,kb,350,0.7019607843,#D7B38F,FALSE,350,110
FENTY BEAUTY by Rihanna,Hydrating Complexion Essentials,NA,350,0.5882352941,#C69666,TRUE,350,92
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,NA,350,0.5882352941,#C69666,TRUE,350,93
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,NA,350,0.6137254902,#D79762,TRUE,350,94
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,NA,350,0.5274509804,#B87E55,TRUE,350,95
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,NA,350W,0.5901960784,#CA9363,TRUE,350,111
HUDA BEAUTY,#FauxFilter Full Coverage Matte Foundation,dulce de leche,350G,0.5156862745,#B38054,TRUE,350,96
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,dulce de leche,350G,0.7725490196,#F4BF96,TRUE,350,97
Juvia's Place,I Am Magic Foundation,somalia,350,0.4588235294,#B46636,FALSE,350,98
La Mer,The Soft Fluid Long Wear Foundation SPF 20,honey,350,0.6843137255,#D7A986,TRUE,350,112
Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,bisque,350,0.7235294118,#EEB683,TRUE,350,119
Lancôme,Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27,dore,350,0.631372549,#CF9573,TRUE,350,87
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,bisque,350,0.6862745098,#DAAA84,TRUE,350,86
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,NA,350C,0.6509803922,#D19A7B,TRUE,350,100
Revlon,ColorStay Makeup For Combo/Oily Skin,rich tan,350,0.6823529412,#D5A287,TRUE,350,115
Shiseido,Synchro Skin Self-Refreshing Custom Finish Powder Foundation,maple,350,0.6529411765,#D59E78,TRUE,350,117
Shiseido,Synchro Skin Self-Refreshing Foundation SPF 30,maple,350,0.7941176471,#EBC7AA,TRUE,350,118
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,cool,350,0.5843137255,#D58655,TRUE,350,101
ZOEVA,Authentik Skin Natural Luminous Foundation,masterful,350W,0.3882352941,#A94D1D,TRUE,350,82
Beauty Bakerie,InstaBake Aqua Glass Foundation,neutral,351,0.8294117647,#EECDB9,FALSE,351,126
Beauty Bakerie,InstaBake Aqua Glass Foundation,cool,353,0.8823529412,#F2DCD0,FALSE,353,126
Anastasia Beverly Hills,Luminous Foundation,NA,355N,0.4588235294,#A06F4A,TRUE,355,89
Beauty Bakerie,InstaBake Aqua Glass Foundation,warm,355,0.8490196078,#F8D8B9,FALSE,355,126
Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,bisque,355,0.7117647059,#ECAA7F,TRUE,355,119
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,neutral beige,Y355,0.8137254902,#F7C3A8,TRUE,355,125
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,neutral beige,Y355,0.7666666667,#DEC6A9,TRUE,355,121
MAKE UP FOR EVER,Reboot Active Care Revitalizing Foundation,neutral beige,Y355,0.6725490196,#CDA98A,TRUE,355,124
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,neutral beige,Y355,0.5764705882,#B09076,TRUE,355,122
Maybelline,Fit Me Matte + Poreless Liquid Foundation,coconut,355,0.4705882353,#AE6742,TRUE,355,104
Maybelline,Super Stay Full Coverage Foundation,coconut,355,0.4117647059,#935F3F,TRUE,355,105
Maybelline,Fit Me Matte + Poreless Liquid Foundation,warm coconut,356,0.4529411765,#AA663D,TRUE,356,104
Beauty Bakerie,InstaBake Aqua Glass Foundation,warm neutral,357,0.9078431373,#F6E6D9,FALSE,357,126
Maybelline,Fit Me Matte + Poreless Liquid Foundation,latte,358,0.5078431373,#A9725A,TRUE,358,104
Beauty Bakerie,InstaBake Aqua Glass Foundation,cool,359,0.9274509804,#F8EAE1,FALSE,359,126
Anastasia Beverly Hills,Luminous Foundation,NA,360C,0.4529411765,#A16E46,TRUE,360,89
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,bisque,360,0.6725490196,#D3AB84,TRUE,360,109
Exa,High Fidelity Foundation,oakjoo,360,0.7078431373,#DBAF8E,FALSE,360,110
FENTY BEAUTY by Rihanna,Hydrating Complexion Essentials,NA,360,0.5901960784,#C2986B,TRUE,360,92
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,NA,360,0.5901960784,#C2986B,TRUE,360,93
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,NA,360,0.6019607843,#CF9664,TRUE,360,94
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,NA,360,0.5450980392,#C28354,TRUE,360,95
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,NA,360W,0.5823529412,#C38F66,TRUE,360,111
Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,versatile honey,360,0.6725490196,#E2A575,TRUE,360,119
Lancôme,Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27,dore,360,0.5980392157,#C78E6A,TRUE,360,87
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,bisque,360,0.6725490196,#D2AC85,TRUE,360,86
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,neutral,R360,0.5607843137,#AC8672,TRUE,360,122
Maybelline,Fit Me Matte + Poreless Liquid Foundation,mocha,360,0.4098039216,#9E6033,TRUE,360,104
Maybelline,Super Stay Full Coverage Foundation,mocha,360,0.3450980392,#775039,TRUE,360,105
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,NA,360W,0.6333333333,#D1A172,TRUE,360,100
Shiseido,Synchro Skin Self-Refreshing Custom Finish Powder Foundation,citrine,360,0.61960784310000006,#C89574,TRUE,360,117
Shiseido,Synchro Skin Self-Refreshing Foundation SPF 30,citrine,360,0.7725490196,#EBC19F,TRUE,360,118
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,neutral,360,0.5862745098,#DC834F,TRUE,360,101
ZOEVA,Authentik Skin Natural Luminous Foundation,original,360N,0.4039215686,#AD4A21,TRUE,360,82
Maybelline,Fit Me Matte + Poreless Liquid Foundation,truffle,362,0.4039215686,#90653E,TRUE,362,104
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,warm beige,Y363,0.7352941176,#E0C297,TRUE,363,121
Anastasia Beverly Hills,Luminous Foundation,NA,365C,0.4352941176,#9B6B43,TRUE,365,89
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,desert,Y365,0.8,#F8C0A0,TRUE,365,125
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,desert,Y365,0.6901960784,#D5B48B,TRUE,365,121
MAKE UP FOR EVER,Reboot Active Care Revitalizing Foundation,desert,Y365,0.6549019608,#D0A47E,TRUE,365,124
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,desert,Y365,0.5666666667,#AD8A74,TRUE,365,122
MAKE UP FOR EVER,Ultra HD Invisible Cover Stick Foundation,desert,Y365,0.7137254902,#D6AA96,TRUE,365,123
Maybelline,Fit Me Matte + Poreless Liquid Foundation,nutmeg,365,0.4254901961,#995840,TRUE,365,104
Maybelline,Fit Me Matte + Poreless Liquid Foundation,deep golden,368,0.3803921569,#925730,TRUE,368,104
Anastasia Beverly Hills,Luminous Foundation,NA,370W,0.3980392157,#936038,TRUE,370,89
Exa,High Fidelity Foundation,dawn,370,0.61960784310000006,#CB9971,FALSE,370,110
FENTY BEAUTY by Rihanna,Hydrating Complexion Essentials,NA,370,0.6352941176,#D09B74,TRUE,370,92
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,NA,370,0.6352941176,#D09B74,TRUE,370,93
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,NA,370,0.6705882353,#E59E71,TRUE,370,94
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,NA,370,0.5803921569,#CB865D,TRUE,370,95
Givenchy,Teint Couture City Balm Radiant Perfecting Skin Tint SPF 25,NA,W370,0.5274509804,#AC7B61,TRUE,370,106
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,NA,370O,0.5647058824,#C18D5F,TRUE,370,111
Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,bisque,370,0.6078431373,#CF9667,TRUE,370,119
Lancôme,Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27,dore,370,0.6254901961,#CC9B73,TRUE,370,87
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,bisque,370,0.662745098,#D1AA81,TRUE,370,86
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,medium beige,R370,0.768627451,#EEB29A,TRUE,370,125
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,medium beige,R370,0.7039215686,#D4B393,TRUE,370,121
MAKE UP FOR EVER,Reboot Active Care Revitalizing Foundation,medium beige,R370,0.6509803922,#C5A087,TRUE,370,124
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,medium beige,R370,0.5215686275,#A27E68,TRUE,370,122
MAKE UP FOR EVER,Ultra HD Invisible Cover Stick Foundation,medium beige,R370,0.662745098,#D5A07D,TRUE,370,123
Maybelline,Fit Me Matte + Poreless Liquid Foundation,deep bronze,370,0.3960784314,#8B553F,TRUE,370,104
Maybelline,Super Stay Full Coverage Foundation,deep bronze,370,0.2921568627,#67442E,TRUE,370,105
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,NA,370N,0.6431372549,#D99E6F,TRUE,370,100
Revlon,ColorStay Makeup For Normal/Dry Skin,toast,370,0.6137254902,#CB906E,TRUE,370,116
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,neutral,370,0.5843137255,#D0895A,TRUE,370,101
ZOEVA,Authentik Skin Natural Luminous Foundation,powerful,370C,0.5039215686,#C96B38,TRUE,370,82
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,amber honey,Y373,0.7333333333,#E0BF96,TRUE,373,122
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,golden sand,Y375,0.7470588235,#EAB693,TRUE,375,125
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,golden sand,Y375,0.6862745098,#D4B18A,TRUE,375,121
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,golden sand,Y375,0.5549019608,#B38768,TRUE,375,122
MAKE UP FOR EVER,Ultra HD Invisible Cover Stick Foundation,golden sand,Y375,0.6568627451,#D09E7F,TRUE,375,123
Maybelline,Fit Me Matte + Poreless Liquid Foundation,java,375,0.3490196078,#76503C,TRUE,375,104
Maybelline,Super Stay Full Coverage Foundation,java,375,0.2823529412,#5D4233,TRUE,375,105
Exa,High Fidelity Foundation,alyssa,380,0.6784313725,#D5A985,FALSE,380,110
FENTY BEAUTY by Rihanna,Hydrating Complexion Essentials,NA,380,0.6431372549,#D29A76,TRUE,380,92
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,NA,380,0.6431372549,#D29A76,TRUE,380,93
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,NA,380,0.6784313725,#E59C75,TRUE,380,94
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,NA,380,0.5941176471,#CB8D64,TRUE,380,95
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,NA,380N,0.4941176471,#B1764B,TRUE,380,111
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,bisque,380,0.6745098039,#D3AC85,TRUE,380,86
Maybelline,Fit Me Matte + Poreless Liquid Foundation,espresso,380,0.2784313725,#5B3D33,TRUE,380,104
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,NA,380W,0.6333333333,#D49E6F,TRUE,380,100
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,warm,380,0.5549019608,#C87D53,TRUE,380,101
ZOEVA,Authentik Skin Natural Luminous Foundation,smile,380N,0.3901960784,#AA4C1D,TRUE,380,82
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,sepia,Y383,0.6411764706,#C0A487,TRUE,383,122
FENTY BEAUTY by Rihanna,Hydrating Complexion Essentials,NA,385,0.5784313725,#C49663,TRUE,385,92
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,NA,385,0.5784313725,#C49663,TRUE,385,93
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,NA,385,0.6,#D4965E,TRUE,385,94
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,NA,385,0.4490196078,#A46B41,TRUE,385,95
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,olive beige,Y385,0.5529411765,#AE8A6C,TRUE,385,122
Exa,High Fidelity Foundation,allie,390,0.6803921569,#CEA98D,FALSE,390,110
FENTY BEAUTY by Rihanna,Hydrating Complexion Essentials,NA,390,0.5058823529,#B07C52,TRUE,390,92
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,NA,390,0.5058823529,#B07C52,TRUE,390,93
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,NA,390,0.6117647059,#CD926B,TRUE,390,94
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,NA,390,0.4843137255,#AC714B,TRUE,390,95
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,bisque,390,0.6745098039,#D3AD85,TRUE,390,86
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,NA,390C,0.6490196078,#CF957C,TRUE,390,100
Revlon,ColorStay Full Cover Foundation,early tan,390,0.6745098039,#DCA57C,TRUE,390,113
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,cool,390,0.5568627451,#C97F53,TRUE,390,101
ZOEVA,Authentik Skin Natural Luminous Foundation,soulful,390N,0.3764705882,#A1411F,TRUE,390,82
Anastasia Beverly Hills,Luminous Foundation,NA,400N,0.3745098039,#8E5A31,TRUE,400,89
Almay,Clear Complexion Make Myself Clear Makeup,neutral,400,0.6607843137,#CF9D82,TRUE,400,90
Almay,Smart Shade Skintone Matching Makeup,medium meets deep,400,0.6941176471,#DDA785,TRUE,400,127
Exa,High Fidelity Foundation,lydia,400,0.6784313725,#D59F85,FALSE,400,110
FENTY BEAUTY by Rihanna,Hydrating Complexion Essentials,NA,400,0.4843137255,#B17646,TRUE,400,92
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,NA,400,0.4843137255,#B17646,TRUE,400,93
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,NA,400,0.5196078431,#C67943,TRUE,400,94
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,NA,400,0.4058823529,#995E36,TRUE,400,95
HUDA BEAUTY,#FauxFilter Full Coverage Matte Foundation,macchiato,400G,0.4843137255,#AF8048,TRUE,400,96
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,macchiato,400G,0.7862745098,#ECC8A5,TRUE,400,97
Juvia's Place,I Am Magic Foundation,ethiopia,400,0.6254901961,#D99C66,FALSE,400,98
La Mer,The Soft Fluid Long Wear Foundation SPF 20,dusk,400,0.6058823529,#C6856F,TRUE,400,112
Origins,Pretty in Bloom™ SPF 20 Flower-Infused Long-Wear Foundation,NA,400,0.6411764706,#CE9F79,TRUE,400,99
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,NA,400W,0.5980392157,#C6926B,TRUE,400,100
Revlon,ColorStay Makeup For Combo/Oily Skin,caramel,400,0.6117647059,#C69072,TRUE,400,115
Revlon,ColorStay Makeup For Normal/Dry Skin,caramel,400,0.6117647059,#C69072,TRUE,400,116
SMITH & CULT,Veiled Threat Weightless Micro-Blurring Foundation,warm,400,0.5352941176,#D07741,TRUE,400,101
ZOEVA,Authentik Skin Natural Luminous Foundation,spirited,400C,0.3764705882,#9F4221,TRUE,400,82
Givenchy,Teint Couture City Balm Radiant Perfecting Skin Tint SPF 25,NA,N405,0.5196078431,#AE745B,TRUE,405,106
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,biscotti,405N,0.7235294118,#E4B38D,TRUE,405,97
MAKE UP FOR EVER,Matte Velvet Skin Blurring Powder Foundation,golden honey,Y405,0.7450980392,#EFB28D,TRUE,405,125
MAKE UP FOR EVER,Matte Velvet Skin Full Coverage Foundation,golden honey,Y405,0.6607843137,#CBAD86,TRUE,405,121
MAKE UP FOR EVER,Reboot Active Care Revitalizing Foundation,golden honey,Y405,0.6274509804,#CF9C71,TRUE,405,124
MAKE UP FOR EVER,Ultra HD Invisible Cover Foundation,golden honey,Y405,0.5490196078,#AE856A,TRUE,405,122
MAKE UP FOR EVER,Ultra HD Invisible Cover Stick Foundation,golden honey,Y405,0.6647058824,#D8A37B,TRUE,405,123
Anastasia Beverly Hills,Luminous Foundation,NA,410C,0.3470588235,#86562B,TRUE,410,89
Exa,High Fidelity Foundation,james,410,0.7803921569,#EFC39F,FALSE,410,110
FENTY BEAUTY by Rihanna,Hydrating Complexion Essentials,NA,410,0.5,#B2784D,TRUE,410,92
FENTY BEAUTY by Rihanna,Pro Filt'r Hydrating Longwear Foundation,NA,410,0.5,#B2784D,TRUE,410,93
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Longwear Foundation,NA,410,0.5352941176,#C67A4B,TRUE,410,94
FENTY BEAUTY by Rihanna,Pro Filt'r Soft Matte Powder Foundation,NA,410,0.4235294118,#9A623E,TRUE,410,95
Gucci,Fluide De Beauté Fini Naturel - Natural Finish Fluid Foundation,NA,410W,0.5431372549,#BF8456,TRUE,410,111
HUDA BEAUTY,#FauxFilter Full Coverage Matte Foundation,brown sugar,410G,0.5490196078,#C09258,TRUE,410,96
HUDA BEAUTY,#FauxFilter Skin Finish Buildable Coverage Foundation Stick,brown sugar,410G,0.6882352941,#DBAC84,TRUE,410,97
Juvia's Place,I Am Magic Foundation,nairobi,410,0.4509803922,#B26634,FALSE,410,98
La Mer,The Soft Fluid Long Wear Foundation SPF 20,espresso,410,0.2294117647,#5D2D18,TRUE,410,112
Lancôme,Dual Finish Multi-Tasking Lightweight Pressed Powder Foundation,bisque,410,0.7254901961,#F0B882,TRUE,410,119
Lancôme,Rénergie Lift Makeup Lightweight Liquid Foundation SPF 27,bisque,410,0.6333333333,#DB9B68,TRUE,410,87
Lancôme,Teint Idole Ultra Wear 24H Long Wear Foundation,bisque,410,0.6647058824,#DFA774,TRUE,410,86
